source_file,char,japanese_name,literal_meaning,current_keyword,proposed_keyword,status,rationale_citation
component_keyword.json,阝,"こざとへん (kozatohen, left) / おおざと (oozato, right)","left form ('mound') = 'hill, mound'; right form ('town') = 'village, country, city'",mound (left) / town (right),(no change),keep,"raw-data/sylhare/ka_data.csv rows for radical ⻦ rad_meaning='hill, mound' (kozatohen) and ⻥ rad_meaning='village, country, city' (oozato). Matches current keyword closely. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,奄,N/A (not a Kangxi radical),"'to cover; to surround; to include' (Chinese, obsolete standalone); Japanese: 'cover, suffocate, obstruct'",encompassing,(no change),keep,"Wiktionary 奄: Chinese 'to cover; to surround; to include', Japanese 'cover, suffocate, obstruct'. 'encompassing' is a reasonable near-synonym of 'to surround/include'. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,夂,のまた (nomata),"'to follow' (semantic radical, e.g. 変)",go,to follow,change,"raw-data/sylhare/kanji-radicals.csv row 35: Meaning='to follow'. 'go' is a vaguer paraphrase; source specifies 'to follow' (following/trailing behind), a meaningfully different nuance. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,氵,"さんずい (sanzui, lit. 'three water')",variant form of 水 'water'; the Japanese radical name さんずい literally means 'three water [drops]',water drops,three water drops,change,"raw-data/sylhare/kanji-radicals.csv row 86 (水, alternate forms include 氵/氵): Meaning='water'; radical name さんずい literally references the three dot-strokes of water. 'water drops' accurately reflects both the meaning and graphic form. | Audit fix: the row's own rationale states さんずい literally means 'three water [drops]', but proposed_keyword 'water drops' dropped the numeral 'three' -- the exact same flattening pattern as the confirmed 氺/灬 examples. Restored 'three' per the row's own cited literal translation."
component_keyword.json,勹,つつみがまえ (tsutsumigamae),"'to wrap' (semantic radical, e.g. 勾勺匂包勿匁)",wrapping enclosure,(no change),keep,"raw-data/sylhare/kanji-radicals.csv row 21: Meaning='to wrap'; Position-J=かまえ ('enclosure'). 'wrapping enclosure' directly combines the sourced meaning + position, matching exactly. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,瓜,うり (uri),'melon' (semantic radical; also phonetic in 孤弧),melon,(no change),keep,"raw-data/sylhare/kanji-radicals.csv row 98: Meaning='melon'. Exact match. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,尸,しかばね (shikabane),"'corpse' (semantic radical, e.g. 屋居局屈尺尻尽層)",corpse with flag,corpse,change,"raw-data/sylhare/kanji-radicals.csv row 45: Meaning='corpse' (no 'flag' element mentioned). 'with flag' is an unsourced addition with no etymological or dictionary basis found. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,彡,さんづくり (sanzukuri),"'hair-style, light rays'; Unicode Kangxi Radicals block officially names this character 'KANGXI RADICAL BRISTLE'",bristle,(no change),keep,"raw-data/sylhare/kanji-radicals.csv row 60: Meaning='hair-style, light rays'; Unicode's own official character name for this radical (U+2E9A, Kangxi Radical 59) is 'KANGXI RADICAL BRISTLE', directly supporting the current keyword. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,癶,はつがしら (hatsugashira),"'outspread legs, departure' (semantic radical, e.g. 登発)",footsteps,(no change),keep,"raw-data/sylhare/kanji-radicals.csv row 106: Meaning='outspread legs, departure'. 'footsteps' is a reasonable evocative paraphrase of legs walking/departing; not contradicted by the source. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,冂,けいがまえ (keigamae),"'to enclose' (semantic radical, e.g. 円再冊内)",upside-down box,enclose,change,"raw-data/sylhare/kanji-radicals.csv row 14: Meaning='to enclose'. 'upside-down box' describes the visual shape only, not the sourced dictionary/radical meaning. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,巛,まがりがわ (magarigawa),"'river' (semantic radical, e.g. 州巡川; alternate forms 川巼)",curving river,winding river,change,"raw-data/sylhare/kanji-radicals.csv row 48: Meaning='river' (plain, no 'curving' qualifier in the source, though the Japanese name まがりがわ does mean 'winding river' — borderline). Simplify to the sourced core meaning 'river'; 'curving' is a defensible but unsourced-in-the-Meaning-column addition. | Audit fix: the row's own rationale explicitly notes まがりがわ means 'winding river', but the proposal was simplified to plain 'river', discarding that documented descriptive element rather than restoring it. Reversed the flattening and restored 'winding river'."
component_keyword.json,殳,るまた (rumata),"'lance shaft, action' (semantic radical, e.g. 殴殻毅殺段殿毀)",weapon,(no change),keep,"raw-data/sylhare/kanji-radicals.csv row 80: Meaning='lance shaft, action'. 'weapon' is a reasonable generalization (a lance/spear-related tool). | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,匚,はこがまえ (hakogamae),"'box' (semantic radical, e.g. 区匠)",box-on-side,(no change),keep,"raw-data/sylhare/kanji-radicals.csv row 23: Meaning='box'. 'box-on-side' accurately depicts the open-sided box shape without contradicting the sourced meaning. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,疋,ひき (hiki),"'bolt of cloth' (semantic radical, e.g. 疑疎)",critters,bolt of cloth,change,"raw-data/sylhare/kanji-radicals.csv row 104: Meaning='bolt of cloth'. 'critters' has no dictionary or etymological basis — appears to be an unrelated invented guess. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,而,しこうして (shikoushite),"'and also' (semantic radical, e.g. 耐)",and then,(no change),keep,"raw-data/sylhare/kanji-radicals.csv row 127: Meaning='and also'. 'and then' is a close functional synonym as a classical Chinese conjunction. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,厶,む (mu),"'private' / visually resembles katakana ム (mu) — both senses given in the source (semantic radical, e.g. 去参)",katakana mu,private / katakana mu,change,"raw-data/sylhare/kanji-radicals.csv row 29: Meaning='private, Katakana Mu'. Directly matches the current keyword, which is one of the two senses explicitly listed in the source. | Audit fix: the cited source Meaning is 'private, Katakana Mu' (two senses); proposed 'katakana mu' captured only one. Added the 'private' sense as an alternative so both sourced senses are represented."
component_keyword.json,屏,N/A (not in local Kangxi radical files),'screen wall / folding screen' (píng); phono-semantic compound of 尸 (semantic) + 并 (phonetic),folding screen,(no change),keep,"Wiktionary 屏: píng sense = 'folding screen', 'screen wall across the gate of a house'. Exact match. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,囗,くにがまえ (kunigamae),"'border, territorial boundaries' (semantic radical, e.g. 囲因园回圏固国困)",closed box,enclosure / border,change,"raw-data/sylhare/kanji-radicals.csv row 32: Meaning='border, territorial boundaries'. 'closed box' only describes the shape and loses the sourced 'boundary/territory' sense that explains its semantic role in 国,囲,回, etc. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,厂,がんだれ (gandare),"'cliff' (semantic radical, e.g. 厚原)",cliff,(no change),keep,"raw-data/sylhare/kanji-radicals.csv row 28: Meaning='cliff'. Exact match. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,广,まだれ (madare),"'slanting roof' (semantic radical, e.g. 店序庄床庄)",dotted cliff,slanting roof,change,"raw-data/sylhare/kanji-radicals.csv row 54: Meaning='slanting roof'. 'dotted cliff' has no source support and appears to conflate this with the visually similar 厂 'cliff' radical plus an extra stroke/dot. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,气,きがまえ (kigamae),"'steam, air' (semantic radical, e.g. 気; also phonetic in 気汽)",blowing a steam,"steam, air",change,"raw-data/sylhare/kanji-radicals.csv row 85: Meaning='steam, air'. Current phrase is grammatically broken ('blowing a steam' is not valid English) and adds an unsourced 'blowing' action; simplify to the sourced 'steam'. | Audit fix: literal_meaning/source is 'steam, air'; proposed 'steam' dropped the 'air' sense also carried by the source. Restored both to match the two-part sourced gloss (same pattern as e.g. 宀 'roof, house')."
component_keyword.json,舛,まいあし (maiashi),"'contrary, to err' (semantic radical, e.g. 舜舞)",opposite,(no change),keep,"raw-data/sylhare/kanji-radicals.csv row 137: Meaning='contrary, to err'. 'opposite' is a direct synonym of 'contrary'. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,㑒,せん・みな・ことごとく・ともに (sen / mina / kotogotoku / tomoni),"Shinjitai (simplified Japanese) form of 僉, meaning 'all; together; unanimous'",consensus,(no change),keep,"Wiktionary 僉: 㑓 is the Shinjitai/simplified-in-Japanese form of 僉 ('all; together; unanimous'). 'consensus' accurately captures 'unanimous agreement'. Crossref: pure phonetic component of 倦剣検険験 (on'yomi けん), confirming this is NOT compound-derived guesswork — it happens to be independently correct. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,ヨ冖又,"N/A (encoding stand-in, no single codepoint)","Stand-in for 帚 'broom' (its abbreviated top-hand form as seen in 侮/寝, where a hand 又 holds/sweeps a broom 帚, with ヨ/冖 approximating the broom-head + binding strokes)",resting cat,hand holding broom,change,"Web research (kanjipedia.jp 侯 entry; jigen.net) on 侯 and 寢（寢）: both are described as 'a hand (又) holding/sweeping a broom (帚)', and 帚's own top component is conventionally written with ヨ/彐-shaped strokes over 巾. This 3-character sequence ヨ冖又 is the closest match found for a broom-plus-hand fragment; 'resting cat' has no attested source and looks like a shape-based visual guess (curled broom-head misread as a cat). | Audit fix: literal_meaning explicitly describes this as a hand (又) holding/sweeping a broom (帚); proposed 'broom' dropped the 'hand' element that is part of the sourced decomposition. Restored to 'hand holding broom' to capture the full sourced image."
component_keyword.json,𠦝,"あさのへん (asa no hen) — per radical_aliases.json, treated as equivalent to 龺","Top component of 倝 (sunrise; dawn; bright), seen atop 乾/幹/韓 (on'yomi かん/ちょう)",thin car,"sunrise (top of 倝, as in 乾/幹/韓)",change,"Wiktionary 倝 (U+501D): 'of the rising sun: bright' / 'sunrise; dawn' (obsolete). Structural data (jigen.net) shows 倝=⿰𠦝人 and 乾=⿰𠦝乞, i.e. 𠦝 is 倝's own top element. Crossref confirms 𠦝 is phonetic-only for 乾幹韓 (on'yomi ちょう/かん), consistent with the 倝 'sunrise' phonetic series. 'thin car' has no attested source. NOTE: raw-data/radical_aliases.json also links 𠦝 to 龺, which Wiktionary separately calls a 'variant of 卓 (tall/lofty)' — a second, harder-to-reconcile etymological thread; treat 'sunrise' as the better-evidenced proposal but flag residual uncertainty. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,矢隹,N/A (encoding stand-in for 雉's own decomposition),"= 雉 'pheasant' (雉 is literally ⿰矢隹, arrow 矢 + bird 隹, Kangxi radical 172)",yakitori,pheasant,change,"Confirmed via nante-yomu.com and multiple kanji-structure references: 雉 (きじ, pheasant) decomposes exactly as 矢(arrow)+隹(bird). 'yakitori' (grilled chicken skewer) is an unrelated food-association guess, not the character's meaning — the actual character this 2-char stand-in encodes means 'pheasant'. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,咅,つ/ふ (go-on) とう/ほう (kan-on),Japanese: 'to spit out'; Chinese: 'a sound used to indicate refusal' (obsolete),spit out,(no change),keep,"Wiktionary 咅: Japanese sense listed explicitly as 'to spit out'. Crossref: phonetic-only component of 倍培賠陰 (on'yomi ばい) — despite being a pure phonetic (the 'attu class of error), the standalone Japanese dictionary meaning happens to independently match the current keyword, so no change needed. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,啇,てき/ちゃく/せき (teki/chaku/seki),"noun: 'stem; foot; base; root'; verb: 'to stalk' (part of a phonetic series with 帝, cognate with 摘滋敌)",old dealer,root / stem,change,"Wiktionary 啇: noun sense 'stem; foot; base; root'. Crossref: purely phonetic component of 摘敵滋適 (on'yomi てき), never semantic — exactly the class of error flagged in the task brief (attu-style). 'old dealer' has no dictionary support and looks like an invented guess, possibly from misreading the character's shape (商-like upper part) as 'dealer/merchant' plus 'old'. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,亘,"わたる (wataru, Jinmeiyō)","As a simplified/variant form of 亙, means 'to extend all the way; to stretch; span'",span,(no change),keep,"Wiktionary 亘: Etymology 2 (simplified form of 亙) = 'to extend all the way; to stretch; dimension'; Japanese Jinmeiyō meaning 'span' with kun'yomi わたる. Exact match. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,亦,"また (mata, Jinmeiyō)","'also; too; likewise' (originally a pictogram for 'armpit', phonetically borrowed for 'also')",also,(no change),keep,"Wiktionary 亦: primary adverbial sense 'also; too; likewise; still'. Exact match. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,允,"ゆるす (yurusu, Jinmeiyō)","'to allow; to consent; to permit'; also 'fair, just' and 'proper, honest'",license,permit / consent,change,"Wiktionary 允: core sense 'to allow; to consent; to permit', Japanese kun'yomi ゆるす = 'to permit'. 'license' (a formal grant/permit document) is a narrower, more legalistic connotation than the source's general 'to allow/consent'; 'permit' or 'consent' tracks the dictionary sense more directly. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,勺,しゃく (shaku),"'spoon, ladle'; ideogram of wine (丶) inside a ladle (勹); also a unit of capacity (1/10 合)",a spoonful of fluid,(no change),keep,"Wiktionary 勺: glyph origin explicitly described as 'wine within a ladle/spoon', directly matching 'a spoonful of fluid' as an accurate paraphrase of both the shape and meaning. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,孟,N/A (not a Kangxi radical),"'eldest brother/child'; 'first month of a season'; 'great, eminent' (phono-semantic: 子 'child' semantic + 皿 phonetic, PST *maŋ 'big; old; elder')",start,(no change),keep,"Wiktionary 孟: senses 'eldest' and 'first month of a season' both carry a 'first/beginning' nuance that 'start' reasonably approximates, even though 'eldest/great' is the fuller sense. Not a fabricated shape-guess, so kept, though 'eldest' or 'firstborn' would be a slightly tighter fit. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
component_keyword.json,甫,N/A (not a Kangxi radical),honorific suffix for a man's name; 'to begin' (obsolete standalone); 'great/vast'; possibly cognate with 父 'father' or 方,offspring,begin,change,"Wiktionary 甫: no attested sense of 'offspring' in any of its three etymologies (honorific name-suffix / 'to begin' / 'great, vast', with proposed cognates to 父 'father' or 方). 'offspring' looks like an inversion error (confusing a 'father'-adjacent cognate with 'child/offspring'). Crossref: purely phonetic for 蒲舗捕補輔哺 (on'yomi ほ), never semantic. Proposing 'begin', the clearest single-word standalone sense on record. | Audit (2026-09-03): reviewed for dropped descriptive nuance from the sourced Japanese/Chinese name; no flattening found, kept as-is."
radical_form_keywords.json,⺍,つ / tsu,Katakana Tsu (top position),small (top),katakana tsu (top),change,"ka_data.csv row 75: exact codepoint match, rad_name=tsu, rad_meaning=Katakana Tsu, rad_position=kanmuri. Different codepoint from the actual 'small' radical (U+2E8C) AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,犭,けものへん / kemonohen,beast (left/hen position),dog left,beast (left),change,"ka_data.csv: rad_name=kemonohen, rad_meaning=beast, rad_position=hen. Unicode's own name for the visually-identical U+2EA8 form is 'CJK RADICAL DOG' but the taught bushu meaning is beast, not dog specifically AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,⺈,りっとう / rittou,"knife, sword (right/tsukuri position)",knife hook,standing knife (right),change,"ka_data.csv row 23: rad_name=rittou, rad_meaning=knife/sword, rad_position=tsukuri. Unicode name: CJK RADICAL KNIFE ONE AUDIT 2026-09-03: literal Japanese name りっとう is 立刀 = 立(standing)+刀(knife); prior proposal 'knife (right)' dropped the 'standing' descriptor (same flattening pattern as confirmed 刂/りっとう example in task brief). Restored to 'standing knife (right)'."
radical_form_keywords.json,⺊,ぼく / boku (related),oracle / divination,fortune rod,divination,change,"Unicode name: CJK RADICAL DIVINATION (exact codepoint). ka_data row 29 base form ぼく=oracle AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,⺦,"shouhen (爿部, inferred)",half tree trunk / split wood,ice (left),split wood (simplified),change,"unicodedata.name(chr(0x2EA6)) = 'CJK RADICAL SIMPLIFIED HALF TREE TRUNK' (Python verified). Not 'ice' -- likely a mislabel confusing it with the visually similar 冫 (nisui). raw-data/sylhare/kanji-radicals.csv row 90 and raw-data/sylhare/r214.yml radical 90 give 爿 (radical 90) the meaning 'split wood' / しょうへん (shouhen), with 丬 as its only locally-listed Alternate; 丬 is already keyed in this same JSON file as 'splinter (left)'. Unicode's own name ties U+2EA6 to the 'tree trunk' (i.e. 爿/丬 'split wood') family, not to ice/water. AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,⺤,tsumekanmuri (つめかんむり),claw / nail (crown position),claw crown,claw crown,keep,"raw-data/sylhare/kanji-radicals.csv row 258: explicit Japanese bushu name confirms 'claw crown'. Also listed as an Alternate of radical 87 爪 (claw/nail) in row 87 and r214.yml ('Alternate: 爫⺥⺤ ⺤'). unicodedata.name() = 'CJK RADICAL PAW ONE', consistent with the claw/paw family. Current keyword is already correct. AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,爫,tsumekanmuri (つめかんむり),claw / nail (crown position),claw down,claw crown,change,"raw-data/sylhare/kanji-radicals.csv row 259: the SAME Japanese bushu name (tsumekanmuri, 'claw crown') is given for 爫 as for ⺤ (row 258), and both are listed as Alternates of radical 87 爪 in row 87 / r214.yml. No source found for 'down' as a position label. IMPORTANT re the swap question: this is NOT a case of ⺤/爫 labels being swapped -- the authoritative local table assigns the identical name 'claw crown' to both characters (they are two glyph variants of the same 'claws at top' bushu). ⺤'s current 'claw crown' is correct as-is; 爫's 'claw down' has no support and should become 'claw crown' too (note: this does create a duplicate keyword between the two entries in the file, which maintainers may want to disambiguate e.g. by codepoint/shape, but the sourced meaning is identical for both). AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,龶,qingzitou (青字頭),"top of 青 (qing, 'blue/green')",growing green,green (top),change,"en.wiktionary.org/wiki/龶: character is 'referred to as 青字頭 (qingzitou)' = literally 'the head/top of the character 青' (青 = blue/green); Wiktionary lists it as a component of 毒, 責/责, 靑/青, 表, 素, 麦. Unihan kRSUnicode=32.1 (dictionary lookup index under radical 32 土 +1 stroke) is a cataloging index, not a meaning. No source found for 'growing' -- likely an AI guess conflating it with 生 (shou, 'to grow'), which is visually/historically related to 青's top stroke but not documented as this character's name. AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,龷,(none found),uncertain -- see rationale,twenty cover,(no confident proposal),flag,"Unihan kRSUnicode=140.1 (dictionary index under radical 140 艸/grass +1 stroke) -- an index for lookup, not a stated meaning. en.wiktionary.org/wiki/龷 gives glyph origin as floodwater-related (unrelated to 'twenty' or 'cover'); lists derived characters 共, 昔, 巷, 黄, 散. An unsourced 'variant' relationship to 廿 ('twenty') and 疾/丘 is asserted on Wikidata but does NOT appear in the official Unicode.org Unihan data page for U+9FB7 (checked directly -- no kSemanticVariant/kSpecializedSemanticVariant/kZVariant listed), so it is not independently corroborated. Genuinely conflicting/insufficient sourcing -- keeping flagged rather than guessing between 'grass', 'twenty', or 'floodwater'. AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,龰,"tomeru (とめる, radical 77 name)",stop (variant form of 止),stop variant,stop variant,keep,"Unihan kRSUnicode=77.0 (radical 77 = 止 'stop', 0 additional strokes) plus Unihan kStrange field explicitly notes a documented unusual relationship to 足 (U+8DB3). raw-data/sylhare/kanji-radicals.csv row 77: radical 止 = 'to stop' / とめる (tomeru). en.wiktionary.org/wiki/龰 confirms it is used as a component in 足, 走, 辵, 是, 從/从 -- the stop/foot/walk family. Current keyword is accurate and well sourced; no change needed. AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,龴,(none -- no standalone meaning),"component only, no independent meaning",hook cap,(no confident proposal),flag,"en.wiktionary.org/wiki/龴 states explicitly this character is only used as a component in derived characters (予, 矛, 甬, 圅, 令) and is not used on its own. Unihan kRSUnicode=5.1 places it under radical 5 for dictionary lookup, but raw-data/sylhare/kanji-radicals.csv row 5 gives radical 5's actual meaning as 'the second' / おつ (otsu) -- NOT 'hook'. No source (official radical meaning, Unicode name, or dictionary gloss) supports 'hook' or 'cap' for this glyph; those appear to be an unsupported AI guess based on its visual shape. Keeping flagged rather than inventing a replacement. AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,龸,(none -- component shape),small (⺌) + cover (冖),school crown,small cover,change,"en.wiktionary.org/wiki/龸 gives the IDS decomposition as small ⺌ stacked over cover 冖, and lists Kangxi radical index 42 (小 'small') +2 strokes; raw-data/sylhare/kanji-radicals.csv row 42 gives radical 42's meaning as 'small' / しょう (shou). Derived characters given: 坣, 尝(嘗), 営(營) -- the 尚-family. No source found for 'school'; this looks like confusion with 學/学 ('school'), whose actual top component (𦥯) is unrelated to 龸's radical-42/radical-cover composition. AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,𠘨,"kaze (かぜ, radical 182 name)",wind (alternate/enclosing form),wind wrap,wind wrap,keep,"raw-data/sylhare/kanji-radicals.csv row 182 explicitly lists 𠘨 as one of the Alternate forms of radical 182 風 ('wind'). This is a direct Tier-1 local-table match that the earlier review pass apparently missed. 'Wind' is therefore confirmed. 'Wrap' is a reasonable, non-contradicted positional description (this is an enclosing/kamae-style radical form used e.g. in 颯), though no source names the position 'wrap' specifically -- keeping as-is since the core meaning word is sourced and correct and nothing contradicts the position label. AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,䒑,kusakanmuri (くさかんむり),grass (crown position),grass horns,grass crown,change,"raw-data/sylhare/kanji-radicals.csv row 140 explicitly lists 䒑 as an Alternate form of radical 140 艹/艸 ('grass'), Japanese name kusakanmuri = literally 'grass crown'. raw-data/sylhare/r214.yml radical 140 'Alternate: 䒑艸' confirms. No source found for 'horns'. Proposed 'grass crown' matches both the documented Japanese bushu name and this file's existing convention (e.g. 艸 = 'grass (full)', ⺮ = 'bamboo crown'). AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,网,unmatched (full/standalone form),net (general category),net (full),net (full),keep,"kusakanmuri-style crown variant (罒/⺫ amigashira) exists in ka_data but 网 itself (the full standalone form) isn't separately listed. 'net (full)' meaning is uncontroversial and matches the character's plain dictionary meaning, low risk to keep AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,辵,しんにょう / shinnyou (full form),"road, walk, to advance",road (full),road (full),keep,"full/standalone form of the しんにょう family, same meaning as ⻌/辶 above AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,艸,くさかんむり / kusakanmuri (full form),grass,grass (full),grass (full),keep,"ka_data row 71: rad_meaning=grass. 艸 is the full/standalone form AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,釒,かねへん / kanehen,"metal, gold, mineral (left/hen)",metal left,metal (left),change,"ka_data row 206: rad_meaning=metal/gold/mineral, rad_position=hen. exact match AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,⺼,にくづき / nikuzuki,"meat, flesh (nickname literally means 'meat moon')",meat moon,meat moon,keep,"ka_data row 96: rad_name=nikuzuki (literally 'meat moon'), rad_meaning=meat/flesh. Unicode name: CJK RADICAL MEAT. exact match already AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,攴,ぼくづくり / bokuzukuri,"activity, to strike, hit (right/tsukuri)",knock,knock,keep,"ka_data row 86: rad_meaning=to strike/hit. 'knock' is a reasonable simple synonym, not wrong AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,⺮,たけかんむり / takekanmuri,bamboo (crown/top),bamboo crown,bamboo crown,keep,"ka_data row 154 + Unicode name CJK RADICAL BAMBOO: exact match already AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
radical_form_keywords.json,⺩,おうへん / ouhen,"jewelry, jeweled king (left/hen)",jade left,jade (left),change,"ka_data row 120 + Unicode name CJK RADICAL JADE: meaning matches (jade=jewelry), position matches AUDIT 2026-09-03: checked literal_meaning / sourced Japanese name for dropped descriptive nuance (e.g. 'standing', 'under', 'series of') -- no flattening found, kept as-is."
